TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20010101,-11.809,0.0,50.7599,4.984,0.0,231.365,0.0,0.296,0.0,98.042,0.0,0.465,0.0,2.848,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,12.1085,0.0,-9999,-9999,-9999,-9999,-1.72216,0.0,-9999,-9999,-9999,-9999,0.831667,0.0,-9999,0.817063,0.831667,0.831667,0.0,0.0,0.0,0.487368,0.477274,0.510664,0.548878,-0.339696,-0.35512,-0.306358,-0.282034,0.599979,0.519765,0.569757,0.600179,0.0636873,0.0587199,0.0626453,0.0636082,-9999,-9999
20010102,-18.079,0.0,51.2946,12.348,0.0,230.237,0.0,0.14,0.0,98.586,0.0,0.137,0.0,0.994,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,9.6711,0.0,-9999,-9999,-9999,-9999,2.44118,0.0,-9999,-9999,-9999,-9999,0.814647,0.0,-9999,0.813717,0.814647,0.816812,0.0,0.0,0.0,0.240763,0.232748,0.258775,0.291737,-0.570197,-0.583198,-0.543333,-0.522911,0.34172,0.293578,0.325697,0.341834,0.146519,0.136678,0.144467,0.146519,-9999,-9999
20010103,-13.299,0.0,51.8818,23.347,0.0,223.576,0.0,0.167,0.0,98.081,0.0,0.218,0.0,1.727,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,9.41234,0.0,-9999,-9999,-9999,-9999,3.56968,0.0,-9999,-9999,-9999,-9999,0.817055,0.0,-9999,0.817484,0.817826,0.834082,0.0,0.0,0.0,0.417712,0.407698,0.440542,0.479248,-0.394769,-0.410834,-0.383393,-0.34836,0.532865,0.46069,0.50386,0.533043,0.251294,0.237748,0.248484,0.253005,-9999,-9999
20010104,-9.125,0.0,52.5219,6.735,0.0,252.587,0.0,0.607,0.0,96.457,0.0,1.993,0.0,3.763,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,12.1085,0.0,-9999,-9999,-9999,-9999,-1.72216,0.0,-9999,-9999,-9999,-9999,0.831667,0.0,-9999,0.817063,0.831667,0.831667,0.0,0.0,0.0,0.621971,0.612337,0.644962,0.680035,-0.205313,-0.220057,-0.172631,-0.151579,0.723423,0.628734,0.692682,0.723664,0.0840723,0.0778046,0.0827601,0.0839696,-9999,-9999
20010105,-20.615,0.0,53.215,8.807,0.0,212.905,0.0,0.169,0.0,97.479,0.0,0.542,0.0,1.761,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,9.6711,0.0,-9999,-9999,-9999,-9999,2.44118,0.0,-9999,-9999,-9999,-9999,0.814647,0.0,-9999,0.813717,0.814647,0.816812,0.0,0.0,0.0,0.168083,0.161539,0.182763,0.210607,-0.643539,-0.656271,-0.620731,-0.60404,0.254774,0.218025,0.246381,0.254859,0.108418,0.100561,0.106775,0.108418,-9999,-9999
20010106,-17.615,0.0,53.9615,11.586,0.0,228.541,0.0,0.193,0.0,97.621,0.0,0.853,0.0,1.427,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,9.41234,0.0,-9999,-9999,-9999,-9999,3.56968,0.0,-9999,-9999,-9999,-9999,0.817055,0.0,-9999,0.817484,0.817826,0.834082,0.0,0.0,0.0,0.253592,0.245269,0.27229,0.306337,-0.559636,-0.575627,-0.55331,-0.521271,0.357593,0.30735,0.340252,0.357713,0.13789,0.128554,0.135942,0.13789,-9999,-9999
20010107,-20.609,0.0,54.7616,20.436,0.0,200.307,0.0,0.116,0.0,98.547,0.0,0.314,0.0,0.813,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,12.1085,0.0,-9999,-9999,-9999,-9999,-1.72216,0.0,-9999,-9999,-9999,-9999,0.831667,0.0,-9999,0.817063,0.831667,0.831667,0.0,0.0,0.0,0.163678,0.157088,0.178444,0.20659,-0.664941,-0.675307,-0.640767,-0.623973,0.251423,0.215011,0.243401,0.251507,0.226048,0.213024,0.223342,0.226822,-9999,-9999
20010108,-14.549,0.0,55.6156,22.38,0.0,226.546,0.0,0.284,0.0,97.777,0.0,0.062,0.0,2.01,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,9.6711,0.0,-9999,-9999,-9999,-9999,2.44118,0.0,-9999,-9999,-9999,-9999,0.814647,0.0,-9999,0.813717,0.814647,0.816812,0.0,0.0,0.0,0.375548,0.366167,0.396908,0.433608,-0.434808,-0.449208,-0.404425,-0.381039,0.485401,0.419293,0.458006,0.485563,0.243269,0.229809,0.240474,0.244622,-9999,-9999
20010109,-13.43,0.0,56.5236,19.207,0.0,220.589,0.0,0.197,0.0,96.822,0.0,0.0,0.0,1.798,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,9.41234,0.0,-9999,-9999,-9999,-9999,3.56968,0.0,-9999,-9999,-9999,-9999,0.817055,0.0,-9999,0.817484,0.817826,0.834082,0.0,0.0,0.0,0.411302,0.401293,0.434094,0.472862,-0.40118,-0.417245,-0.389307,-0.354747,0.526742,0.455296,0.497796,0.526917,0.215795,0.202921,0.213119,0.216122,-9999,-9999
20010110,-9.884,0.0,57.4858,31.571,0.0,201.375,0.0,0.207,0.0,97.609,0.0,0.0,0.0,1.609,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,12.1085,0.0,-9999,-9999,-9999,-9999,-1.72216,0.0,-9999,-9999,-9999,-9999,0.831667,0.0,-9999,0.817063,0.831667,0.831667,0.0,0.0,0.0,0.567182,0.556545,0.59192,0.631292,-0.259645,-0.275849,-0.224978,-0.199663,0.681916,0.591618,0.649987,0.682143,0.322228,0.307043,0.319157,0.326458,-9999,-9999
