TIMESTAMP_START,TIMESTAMP_END,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20010101,20010107,-14.129,0.0,52.8638,11.646,0.0,225.645,0.0,0.882,0.0,97.83,0.0,0.732,0.0,1.746,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,47.6315,0.0,-9999,-9999,22.8881,0.0,-9999,-9999,0.506929,0.0,-9999,0.475654,0.502572,0.533847,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20010108,20010114,-12.172,0.0,58.8534,22.827,0.0,209.439,0.0,0.853,0.0,98.189,0.0,0.018,0.0,1.756,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,47.0094,0.0,-9999,-9999,23.6944,0.0,-9999,-9999,0.439508,0.0,-9999,0.411741,0.439508,0.467637,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20010115,20010121,-12.39,0.0,67.5239,22.465,0.0,214.568,0.0,0.925,0.0,98.452,0.0,0.297,0.0,2.141,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,46.4517,0.0,-9999,-9999,24.647,0.0,-9999,-9999,0.517002,0.0,-9999,0.485816,0.517002,0.554318,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20010122,20010128,-11.645,0.0,78.9245,29.581,0.0,206.431,0.0,1.036,0.0,98.03,0.0,0.235,0.0,2.438,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,47.6315,0.0,-9999,-9999,22.8881,0.0,-9999,-9999,0.506929,0.0,-9999,0.475654,0.502572,0.533847,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20010129,20010204,-17.176,0.0,93.0462,32.027,0.0,208.78,0.0,0.902,0.0,98.191,0.0,0.845,0.0,2.274,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,47.0094,0.0,-9999,-9999,23.6944,0.0,-9999,-9999,0.439508,0.0,-9999,0.411741,0.439508,0.467637,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20010205,20010211,-22.465,0.0,109.8,50.751,0.0,168.072,0.0,0.814,0.0,99.334,0.0,0.104,0.0,1.504,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,46.4517,0.0,-9999,-9999,24.647,0.0,-9999,-9999,0.517002,0.0,-9999,0.485816,0.517002,0.554318,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20010212,20010218,-17.98,0.0,129.007,58.998,0.0,182.824,0.0,0.927,0.0,98.497,0.0,0.269,0.0,2.161,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,47.6315,0.0,-9999,-9999,22.8881,0.0,-9999,-9999,0.506929,0.0,-9999,0.475654,0.502572,0.533847,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20010219,20010225,-21.377,0.0,150.41,77.592,0.0,160.559,0.0,0.885,0.0,98.565,0.0,0.099,0.0,1.98,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,47.0094,0.0,-9999,-9999,23.6944,0.0,-9999,-9999,0.439508,0.0,-9999,0.411741,0.439508,0.467637,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20010226,20010304,-11.107,0.0,173.678,81.485,0.0,209.991,0.0,1.24,0.0,98.314,0.0,0.431,0.0,1.723,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,46.4517,0.0,-9999,-9999,24.647,0.0,-9999,-9999,0.517002,0.0,-9999,0.485816,0.517002,0.554318,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20010305,20010311,-5.811,0.0,198.437,79.445,0.0,231.33,0.0,1.557,0.0,98.453,0.0,0.64,0.0,1.884,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,47.6315,0.0,-9999,-9999,22.8881,0.0,-9999,-9999,0.506929,0.0,-9999,0.475654,0.502572,0.533847,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
