TIMESTAMP_START,TIMESTAMP_END,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20010101,20010107,-16.011,0.0,52.9651,11.462,0.0,225.645,0.0,0.766,0.0,97.83,0.0,0.737,0.0,1.278,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,51.7292,0.0,-9999,-9999,44.9805,0.0,-9999,-9999,-2.22348,0.0,-9999,-2.24626,-2.22348,-2.21502,0.0,0.0,0.0,0.337092,0.342574,0.44732,0.553896,2.66798,2.56497,2.66798,2.80305,2.65527,2.53172,2.54261,2.55646,0.982983,0.926898,0.929887,0.94177,-9999,-9999
20010108,20010114,-14.167,0.0,58.957,22.466,0.0,209.439,0.0,0.745,0.0,98.189,0.0,0.019,0.0,1.286,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,49.4149,0.0,-9999,-9999,42.948,0.0,-9999,-9999,-2.166,0.0,-9999,-2.20092,-2.166,-2.15198,0.0,0.0,0.0,0.428574,0.435235,0.561797,0.689999,2.73543,2.59921,2.7336,2.8927,2.92868,2.79241,2.80442,2.81969,1.71633,1.62981,1.63458,1.63938,-9999,-9999
20010115,20010121,-14.373,0.0,67.6304,22.11,0.0,214.568,0.0,0.797,0.0,98.452,0.0,0.299,0.0,1.568,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,50.3962,0.0,-9999,-9999,43.6793,0.0,-9999,-9999,-2.13933,0.0,-9999,-2.17402,-2.13933,-2.12703,0.0,0.0,0.0,0.476057,0.482531,0.607221,0.735609,2.75434,2.62059,2.75221,2.9059,2.88206,2.74796,2.75978,2.7748,1.63109,1.5508,1.55525,1.55982,-9999,-9999
20010122,20010128,-13.67,0.0,79.0339,29.113,0.0,206.431,0.0,0.877,0.0,98.03,0.0,0.236,0.0,1.785,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,51.7292,0.0,-9999,-9999,44.9805,0.0,-9999,-9999,-2.22348,0.0,-9999,-2.24626,-2.22348,-2.21502,0.0,0.0,0.0,0.472531,0.479399,0.610683,0.744653,2.83135,2.70152,2.83135,2.99606,2.99537,2.856,2.86828,2.8839,2.06294,1.96613,1.97155,1.97735,-9999,-9999
20010129,20010204,-18.883,0.0,93.1584,31.52,0.0,208.78,0.0,0.78,0.0,98.191,0.0,0.85,0.0,1.665,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,49.4149,0.0,-9999,-9999,42.948,0.0,-9999,-9999,-2.166,0.0,-9999,-2.20092,-2.166,-2.15198,0.0,0.0,0.0,0.214348,0.218467,0.296768,0.375829,2.47041,2.38124,2.46857,2.57397,2.23788,2.13375,2.14293,2.1546,2.12482,2.02904,2.03445,2.04044,-9999,-9999
20010205,20010211,-23.867,0.0,109.914,49.949,0.0,168.072,0.0,0.717,0.0,99.334,0.0,0.105,0.0,1.101,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,50.3962,0.0,-9999,-9999,43.6793,0.0,-9999,-9999,-2.13933,0.0,-9999,-2.17402,-2.13933,-2.12703,0.0,0.0,0.0,0.0770755,0.0789979,0.116015,0.155079,2.26313,2.21307,2.26101,2.3189,1.50442,1.43442,1.44059,1.44843,3.06367,2.93999,2.94718,2.95588,-9999,-9999
20010212,20010218,-19.64,0.0,129.123,58.065,0.0,182.824,0.0,0.798,0.0,98.497,0.0,0.27,0.0,1.582,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,51.7292,0.0,-9999,-9999,44.9805,0.0,-9999,-9999,-2.22348,0.0,-9999,-2.24626,-2.22348,-2.21502,0.0,0.0,0.0,0.166624,0.170192,0.238147,0.306864,2.45881,2.39296,2.45881,2.55249,2.12232,2.02357,2.03227,2.04334,3.39572,3.26455,3.27227,3.28193,-9999,-9999
20010219,20010225,-22.841,0.0,150.525,76.365,0.0,160.559,0.0,0.768,0.0,98.565,0.0,0.099,0.0,1.45,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,49.4149,0.0,-9999,-9999,42.948,0.0,-9999,-9999,-2.166,0.0,-9999,-2.20092,-2.166,-2.15198,0.0,0.0,0.0,0.0751225,0.0771907,0.117128,0.15994,2.29077,2.23678,2.28893,2.35207,1.6469,1.57027,1.57703,1.58561,4.12077,3.97592,3.98467,3.99644,-9999,-9999
20010226,20010304,-13.163,0.0,173.792,80.196,0.0,209.991,0.0,1.024,0.0,98.314,0.0,0.434,0.0,1.262,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,50.3962,0.0,-9999,-9999,43.6793,0.0,-9999,-9999,-2.13933,0.0,-9999,-2.17402,-2.13933,-2.12703,0.0,0.0,0.0,0.567523,0.574638,0.712529,0.855602,2.85964,2.71257,2.85752,3.0268,3.05143,2.90945,2.92196,2.93787,4.19334,4.04784,4.05665,4.06864,-9999,-9999
20010305,20010311,-8.172,0.0,198.548,78.188,0.0,231.33,0.0,1.253,0.0,98.453,0.0,0.644,0.0,1.379,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,51.7292,0.0,-9999,-9999,44.9805,0.0,-9999,-9999,-2.22348,0.0,-9999,-2.24626,-2.22348,-2.21502,0.0,0.0,0.0,0.949548,0.958813,1.14154,1.3429,3.36472,3.18046,3.36455,3.59721,3.73928,3.56529,3.58063,3.60012,4.06079,3.91767,3.92629,3.9379,-9999,-9999
