TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20010101,-12.541,0.0,50.7911,4.477,0.0,231.365,0.0,0.719,0.0,98.042,0.0,0.336,0.0,2.339,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,44.1078,0.0,-9999,-9999,-9999,-9999,56.9171,0.0,-9999,-9999,-9999,-9999,0.243493,0.0,-9999,0.0911139,0.169228,0.243493,0.0,0.0,0.0,1.17238,1.08372,1.20481,1.32981,0.928732,0.927259,1.0205,1.09953,2.71092,1.83991,2.66165,2.95569,0.321625,0.226503,0.30715,0.360939,-9999,-9999
20010102,-18.309,0.0,51.3259,11.093,0.0,230.237,0.0,0.611,0.0,98.586,0.0,0.099,0.0,0.816,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,42.4065,0.0,-9999,-9999,-9999,-9999,50.4768,0.0,-9999,-9999,-9999,-9999,0.386648,0.0,-9999,0.3778,0.398594,0.438115,0.0,0.0,0.0,0.624967,0.556805,0.650502,0.751817,0.280749,0.132532,0.280749,0.380982,1.99125,1.35147,1.95506,2.17104,0.72182,0.503965,0.692319,0.800424,-9999,-9999
20010103,-13.912,0.0,51.9132,20.974,0.0,223.576,0.0,0.63,0.0,98.081,0.0,0.158,0.0,1.418,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,35.364,0.0,-9999,-9999,-9999,-9999,27.9696,0.0,-9999,-9999,-9999,-9999,0.30179,0.0,-9999,0.164725,0.226525,0.30179,0.0,0.0,0.0,1.02188,0.935749,1.05355,1.17631,0.720094,0.720232,0.809748,0.887721,2.54898,1.73,2.50265,2.77913,1.2027,0.831702,1.15917,1.31618,-9999,-9999
20010104,-10.072,0.0,52.5533,6.05,0.0,252.587,0.0,0.936,0.0,96.457,0.0,1.441,0.0,3.089,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,44.1078,0.0,-9999,-9999,-9999,-9999,56.9171,0.0,-9999,-9999,-9999,-9999,0.243493,0.0,-9999,0.0911139,0.169228,0.243493,0.0,0.0,0.0,1.4598,1.37008,1.48395,1.58511,1.21615,1.21467,1.30806,1.38649,2.98773,2.02778,2.93342,3.25749,0.421478,0.296011,0.403061,0.471203,-9999,-9999
20010105,-20.642,0.0,53.2465,7.911,0.0,212.905,0.0,0.631,0.0,97.479,0.0,0.392,0.0,1.446,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,42.4065,0.0,-9999,-9999,-9999,-9999,50.4768,0.0,-9999,-9999,-9999,-9999,0.386648,0.0,-9999,0.3778,0.398594,0.438115,0.0,0.0,0.0,0.454805,0.39849,0.476151,0.567851,0.110587,-0.0284538,0.110587,0.188968,1.68864,1.14609,1.65795,1.84111,0.540661,0.379054,0.517484,0.602991,-9999,-9999
20010106,-17.882,0.0,53.9931,10.408,0.0,228.541,0.0,0.648,0.0,97.621,0.0,0.616,0.0,1.172,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,35.364,0.0,-9999,-9999,-9999,-9999,27.9696,0.0,-9999,-9999,-9999,-9999,0.30179,0.0,-9999,0.164725,0.226525,0.30179,0.0,0.0,0.0,0.655337,0.584788,0.681716,0.786132,0.353547,0.365927,0.443717,0.495763,2.04757,1.3897,2.01036,2.23245,0.679739,0.474797,0.651817,0.754232,-9999,-9999
20010107,-20.636,0.0,54.7933,18.358,0.0,200.307,0.0,0.594,0.0,98.547,0.0,0.227,0.0,0.668,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,44.1078,0.0,-9999,-9999,-9999,-9999,56.9171,0.0,-9999,-9999,-9999,-9999,0.243493,0.0,-9999,0.0911139,0.169228,0.243493,0.0,0.0,0.0,0.446289,0.389703,0.467759,0.5601,0.202639,0.217058,0.279315,0.324875,1.68945,1.14664,1.65874,1.84199,1.09001,0.755744,1.04917,1.19716,-9999,-9999
20010108,-15.061,0.0,55.6474,20.105,0.0,226.546,0.0,0.711,0.0,97.777,0.0,0.045,0.0,1.65,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,42.4065,0.0,-9999,-9999,-9999,-9999,50.4768,0.0,-9999,-9999,-9999,-9999,0.386648,0.0,-9999,0.3778,0.398594,0.438115,0.0,0.0,0.0,0.925813,0.845,0.955634,1.07181,0.581595,0.422644,0.581595,0.697384,2.40099,1.62956,2.35735,2.61778,1.1673,0.808052,1.12446,1.27926,-9999,-9999
20010109,-14.032,0.0,56.5555,17.255,0.0,220.589,0.0,0.651,0.0,96.822,0.0,0.0,0.0,1.476,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,35.364,0.0,-9999,-9999,-9999,-9999,27.9696,0.0,-9999,-9999,-9999,-9999,0.30179,0.0,-9999,0.164725,0.226525,0.30179,0.0,0.0,0.0,1.00811,0.922187,1.03971,1.16231,0.706317,0.706672,0.795817,0.873706,2.53476,1.72035,2.48868,2.76362,1.04516,0.725681,1.00527,1.15015,-9999,-9999
20010110,-10.77,0.0,57.5179,28.362,0.0,201.375,0.0,0.658,0.0,97.609,0.0,0.0,0.0,1.322,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,44.1078,0.0,-9999,-9999,-9999,-9999,56.9171,0.0,-9999,-9999,-9999,-9999,0.243493,0.0,-9999,0.0911139,0.169228,0.243493,0.0,0.0,0.0,1.34817,1.25375,1.38251,1.50374,1.10453,1.10295,1.20089,1.28424,2.93026,1.98878,2.877,3.19484,1.51976,1.04613,1.46822,1.65267,-9999,-9999
