TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20010101,-12.885,0.0,50.8279,4.281,0.0,231.365,0.0,0.909,0.0,98.042,0.0,0.579,0.0,3.025,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,55.5946,0.0,-9999,-9999,-9999,-9999,51.605,0.0,-9999,-9999,-9999,-9999,-1.53311,0.0,-9999,-1.54413,-1.53311,-1.53311,0.0,0.0,0.0,1.48967,0.95931,1.11857,1.48967,3.0898,2.59635,2.65168,3.03931,0.827122,0.700292,0.827122,0.845341,0.271652,0.247229,0.271361,0.271652,-9999,-9999
20010102,-18.479,0.0,51.3626,10.607,0.0,230.237,0.0,0.806,0.0,98.586,0.0,0.171,0.0,1.056,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,42.6278,0.0,-9999,-9999,-9999,-9999,40.8407,0.0,-9999,-9999,-9999,-9999,-1.84081,0.0,-9999,-1.84081,-1.84081,-1.84081,0.0,0.0,0.0,1.00782,0.524458,0.642394,0.983059,2.95916,2.43758,2.49075,2.86856,0.42348,0.336297,0.42348,0.437026,0.620872,0.570289,0.620269,0.620872,-9999,-9999
20010103,-14.214,0.0,51.9502,20.056,0.0,223.576,0.0,0.824,0.0,98.081,0.0,0.272,0.0,1.835,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,46.3847,0.0,-9999,-9999,-9999,-9999,29.6939,0.0,-9999,-9999,-9999,-9999,-1.17295,0.0,-9999,-1.19229,-1.17295,-1.17295,0.0,0.0,0.0,1.37455,0.836546,0.992616,1.36737,2.61201,2.1071,2.16683,2.54512,0.712948,0.595033,0.712948,0.730482,1.0564,0.981014,1.0555,1.0564,-9999,-9999
20010104,-10.49,0.0,52.5903,5.786,0.0,252.587,0.0,1.115,0.0,96.457,0.0,2.483,0.0,3.996,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,55.5946,0.0,-9999,-9999,-9999,-9999,51.605,0.0,-9999,-9999,-9999,-9999,-1.53311,0.0,-9999,-1.54413,-1.53311,-1.53311,0.0,0.0,0.0,1.69279,1.19446,1.35391,1.69279,3.29354,2.80725,2.88701,3.25418,1.04942,0.914905,1.04942,1.06819,0.358003,0.326766,0.357631,0.358003,-9999,-9999
20010105,-20.742,0.0,53.2837,7.565,0.0,212.905,0.0,0.825,0.0,97.479,0.0,0.675,0.0,1.871,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,42.6278,0.0,-9999,-9999,-9999,-9999,40.8407,0.0,-9999,-9999,-9999,-9999,-1.84081,0.0,-9999,-1.84081,-1.84081,-1.84081,0.0,0.0,0.0,0.821721,0.392971,0.484686,0.791706,2.77385,2.28633,2.33201,2.67139,0.30324,0.233688,0.30324,0.314306,0.460945,0.42149,0.460475,0.460945,-9999,-9999
20010106,-18.066,0.0,54.0304,9.952,0.0,228.541,0.0,0.841,0.0,97.621,0.0,1.062,0.0,1.516,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,46.3847,0.0,-9999,-9999,-9999,-9999,29.6939,0.0,-9999,-9999,-9999,-9999,-1.17295,0.0,-9999,-1.19229,-1.17295,-1.17295,0.0,0.0,0.0,1.04227,0.548183,0.670937,1.0184,2.28009,1.79696,1.85163,2.20019,0.44465,0.353986,0.44465,0.458691,0.584237,0.536411,0.583667,0.584237,-9999,-9999
20010107,-20.737,0.0,54.8308,17.555,0.0,200.307,0.0,0.789,0.0,98.547,0.0,0.391,0.0,0.864,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,55.5946,0.0,-9999,-9999,-9999,-9999,51.605,0.0,-9999,-9999,-9999,-9999,-1.53311,0.0,-9999,-1.54413,-1.53311,-1.53311,0.0,0.0,0.0,0.819401,0.387531,0.478526,0.788498,2.42053,1.97219,2.05473,2.34231,0.29648,0.226946,0.29648,0.307578,0.952045,0.881451,0.951202,0.952045,-9999,-9999
20010108,-15.329,0.0,55.6849,19.225,0.0,226.546,0.0,0.901,0.0,97.777,0.0,0.077,0.0,2.135,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,42.6278,0.0,-9999,-9999,-9999,-9999,40.8407,0.0,-9999,-9999,-9999,-9999,-1.84081,0.0,-9999,-1.84081,-1.84081,-1.84081,0.0,0.0,0.0,1.27971,0.758497,0.906191,1.26871,3.23076,2.67589,2.75548,3.12537,0.643839,0.534456,0.643839,0.660224,1.02314,0.949042,1.02226,1.02314,-9999,-9999
20010109,-14.331,0.0,56.5932,16.5,0.0,220.589,0.0,0.844,0.0,96.822,0.0,0.0,0.0,1.91,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,46.3847,0.0,-9999,-9999,-9999,-9999,29.6939,0.0,-9999,-9999,-9999,-9999,-1.17295,0.0,-9999,-1.19229,-1.17295,-1.17295,0.0,0.0,0.0,1.36427,0.825328,0.981151,1.35632,2.6017,2.09736,2.15625,2.53408,0.702501,0.585182,0.702501,0.719975,0.909987,0.841104,0.909165,0.909987,-9999,-9999
20010110,-11.167,0.0,57.5557,27.12,0.0,201.375,0.0,0.85,0.0,97.609,0.0,0.0,0.0,1.71,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,55.5946,0.0,-9999,-9999,-9999,-9999,51.605,0.0,-9999,-9999,-9999,-9999,-1.53311,0.0,-9999,-1.54413,-1.53311,-1.53311,0.0,0.0,0.0,1.63897,1.10237,1.27004,1.63897,3.2391,2.72756,2.80314,3.19274,0.957508,0.819353,0.957508,0.977077,1.34875,1.25941,1.34768,1.34875,-9999,-9999
