TIMESTAMP_START,TIMESTAMP_END,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20020101,20020107,-13.611,0.0,52.6595,14.163,0.0,219.68,0.0,0.905,0.0,97.822,0.0,0.034,0.0,1.287,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.01225,0.0,-9999,-9999,2.69546,0.0,-9999,-9999,0.32586,0.0,-9999,0.319041,0.322766,0.32586,0.0,0.0,0.0,0.133974,0.132552,0.132719,0.133974,-0.193141,-0.193141,-0.190047,-0.185067,0.224624,0.224624,0.224625,0.224625,0.0380984,0.0372794,0.0380984,0.0380991,-9999,-9999
20020108,20020114,-7.712,0.0,58.6443,13.89,0.0,249.256,0.0,1.021,0.0,97.437,0.0,0.288,0.0,1.164,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.04726,0.0,-9999,-9999,2.37029,0.0,-9999,-9999,0.323775,0.0,-9999,0.316955,0.320298,0.323775,0.0,0.0,0.0,0.282296,0.281204,0.281558,0.282296,-0.0422158,-0.0422158,-0.0387396,-0.0346588,0.285664,0.285664,0.285666,0.285666,0.0372292,0.0363944,0.0372292,0.0372298,-9999,-9999
20020115,20020121,-27.464,0.0,67.309,29.583,0.0,151.985,0.0,0.759,0.0,98.049,0.0,0.077,0.0,1.082,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,2.95961,0.0,-9999,-9999,1.8864,0.0,-9999,-9999,0.330382,0.0,-9999,0.324128,0.326906,0.330382,0.0,0.0,0.0,0.022236,0.0217116,0.021739,0.022236,-0.308643,-0.308643,-0.305167,-0.301892,0.0875911,0.0875911,0.0875916,0.0875916,0.0549079,0.0546234,0.0549079,0.0549086,-9999,-9999
20020122,20020128,-33.103,0.0,78.7036,40.001,0.0,125.784,0.0,0.741,0.0,98.319,0.0,0.018,0.0,0.914,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.01225,0.0,-9999,-9999,2.69546,0.0,-9999,-9999,0.32586,0.0,-9999,0.319041,0.322766,0.32586,0.0,0.0,0.0,0.000156502,0.000142357,0.000142536,0.000156502,-0.325718,-0.325718,-0.322623,-0.318884,0.0278294,0.0278294,0.0278296,0.0278296,0.0640685,0.0640685,0.0640691,0.0640693,-9999,-9999
20020129,20020204,-25.963,0.0,92.8198,47.682,0.0,160.069,0.0,0.849,0.0,98.851,0.0,0.202,0.0,1.019,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.04726,0.0,-9999,-9999,2.37029,0.0,-9999,-9999,0.323775,0.0,-9999,0.316955,0.320298,0.323775,0.0,0.0,0.0,0.0257114,0.0252358,0.0252676,0.0257114,-0.298507,-0.298507,-0.29503,-0.291243,0.0942156,0.0942156,0.0942161,0.0942161,0.0710539,0.0710539,0.0710545,0.0710547,-9999,-9999
20020205,20020211,-19.555,0.0,109.569,37.738,0.0,199.076,0.0,0.867,0.0,98.419,0.0,0.363,0.0,0.984,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,2.95961,0.0,-9999,-9999,1.8864,0.0,-9999,-9999,0.330382,0.0,-9999,0.324128,0.326906,0.330382,0.0,0.0,0.0,0.0375107,0.0364504,0.0364963,0.0375107,-0.293886,-0.293886,-0.29041,-0.286617,0.160195,0.160195,0.160196,0.160196,0.0645612,0.064382,0.0645612,0.064562,-9999,-9999
20020212,20020218,-13.064,0.0,128.775,57.199,0.0,219.792,0.0,1.033,0.0,97.567,0.0,0.246,0.0,1.114,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.01225,0.0,-9999,-9999,2.69546,0.0,-9999,-9999,0.32586,0.0,-9999,0.319041,0.322766,0.32586,0.0,0.0,0.0,0.149976,0.148589,0.148776,0.149976,-0.177084,-0.177084,-0.173989,-0.169064,0.230224,0.230224,0.230225,0.230225,0.0770629,0.0770629,0.0770638,0.0770638,-9999,-9999
20020219,20020225,-12.38,0.0,150.177,62.885,0.0,212.541,0.0,1.081,0.0,98.873,0.0,0.318,0.0,1.155,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.04726,0.0,-9999,-9999,2.37029,0.0,-9999,-9999,0.323775,0.0,-9999,0.316955,0.320298,0.323775,0.0,0.0,0.0,0.165714,0.16427,0.164477,0.165714,-0.159297,-0.159297,-0.155821,-0.151241,0.23741,0.23741,0.237412,0.237412,0.0823144,0.0823144,0.0823154,0.0823154,-9999,-9999
20020226,20020304,-20.145,0.0,173.449,91.172,0.0,167.745,0.0,0.961,0.0,98.744,0.0,0.085,0.0,1.527,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,2.95961,0.0,-9999,-9999,1.8864,0.0,-9999,-9999,0.330382,0.0,-9999,0.324128,0.326906,0.330382,0.0,0.0,0.0,0.0417789,0.0408003,0.0408517,0.0417789,-0.28953,-0.28953,-0.286054,-0.282349,0.153565,0.153565,0.153565,0.153565,0.0987445,0.0987445,0.0987455,0.0987455,-9999,-9999
20020305,20020311,-20.883,0.0,198.213,120.458,0.0,149.754,0.0,0.953,0.0,99.001,0.0,0.0,0.0,1.113,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.01225,0.0,-9999,-9999,2.69546,0.0,-9999,-9999,0.32586,0.0,-9999,0.319041,0.322766,0.32586,0.0,0.0,0.0,0.0281604,0.0273007,0.0273351,0.0281604,-0.298525,-0.298525,-0.295431,-0.29088,0.145196,0.145196,0.145197,0.145197,0.110671,0.110671,0.110672,0.110672,-9999,-9999
20020312,20020318,-18.072,0.0,224.065,126.525,0.0,173.294,0.0,1.076,0.0,98.892,0.0,0.036,0.0,0.893,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.04726,0.0,-9999,-9999,2.37029,0.0,-9999,-9999,0.323775,0.0,-9999,0.316955,0.320298,0.323775,0.0,0.0,0.0,0.0522063,0.0509445,0.0510087,0.0522063,-0.272766,-0.272766,-0.269289,-0.264748,0.176685,0.176685,0.176686,0.176686,0.114769,0.114769,0.11477,0.11477,-9999,-9999
20020319,20020325,-15.483,0.0,250.589,129.867,0.0,183.117,0.0,1.318,0.0,99.195,0.0,0.138,0.0,1.613,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,2.95961,0.0,-9999,-9999,1.8864,0.0,-9999,-9999,0.330382,0.0,-9999,0.324128,0.326906,0.330382,0.0,0.0,0.0,0.101502,0.100067,0.100194,0.101502,-0.230189,-0.230189,-0.226712,-0.222626,0.204497,0.204497,0.204499,0.204499,0.117645,0.117645,0.117646,0.117646,-9999,-9999
20020326,20020401,-3.043,0.0,277.37,96.618,0.0,267.751,0.0,1.638,0.0,97.452,0.0,1.832,0.0,1.487,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.01225,0.0,-9999,-9999,2.69546,0.0,-9999,-9999,0.32586,0.0,-9999,0.319041,0.322766,0.32586,0.0,0.0,0.0,0.458765,0.458765,0.459605,0.460184,0.134324,0.134324,0.137418,0.139724,0.330243,0.330243,0.330245,0.330245,0.0984931,0.0984931,0.0984942,0.0984942,-9999,-9999
20020402,20020408,-9.404,0.0,304.004,161.145,0.0,213.926,0.0,1.629,0.0,99.28,0.0,0.192,0.0,0.942,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.04726,0.0,-9999,-9999,2.37029,0.0,-9999,-9999,0.323775,0.0,-9999,0.316955,0.320298,0.323775,0.0,0.0,0.0,0.216136,0.214436,0.214706,0.216136,-0.109068,-0.109068,-0.105592,-0.100819,0.269675,0.269675,0.269677,0.269677,0.131833,0.131833,0.131834,0.131834,-9999,-9999
20020409,20020415,-2.568,0.0,330.098,160.862,0.0,242.992,0.0,2.551,0.0,97.899,0.0,0.678,0.0,1.577,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,2.95961,0.0,-9999,-9999,1.8864,0.0,-9999,-9999,0.330382,0.0,-9999,0.324128,0.326906,0.330382,0.0,0.0,0.0,0.520647,0.520647,0.523399,0.524059,0.193677,0.193677,0.196518,0.197153,0.332009,0.332009,0.332011,0.332011,0.131054,0.131054,0.131055,0.131055,-9999,-9999
20020416,20020422,-2.7,0.0,355.275,176.761,0.0,242.27,0.0,2.792,0.0,98.401,0.0,1.332,0.0,1.758,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.01225,0.0,-9999,-9999,2.69546,0.0,-9999,-9999,0.32586,0.0,-9999,0.319041,0.322766,0.32586,0.0,0.0,0.0,0.507218,0.507218,0.509747,0.51039,0.18453,0.18453,0.187624,0.188177,0.331311,0.331311,0.331313,0.331313,0.136003,0.136003,0.136005,0.136005,-9999,-9999
20020423,20020429,-3.145,0.0,379.168,177.939,0.0,237.192,0.0,2.472,0.0,97.944,0.0,1.8,0.0,1.894,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.04726,0.0,-9999,-9999,2.37029,0.0,-9999,-9999,0.323775,0.0,-9999,0.316955,0.320298,0.323775,0.0,0.0,0.0,0.47635,0.47635,0.477999,0.478601,0.154827,0.154827,0.158303,0.159396,0.327919,0.327919,0.327921,0.327921,0.139287,0.139287,0.139289,0.139289,-9999,-9999
20020430,20020506,-1.942,0.0,401.418,182.368,0.0,255.953,0.0,2.41,0.0,98.208,0.0,1.184,0.0,1.493,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,2.95961,0.0,-9999,-9999,1.8864,0.0,-9999,-9999,0.330382,0.0,-9999,0.324128,0.326906,0.330382,0.0,0.0,0.0,0.509315,0.509315,0.510923,0.511568,0.181185,0.181185,0.184662,0.185187,0.340179,0.340179,0.340181,0.340181,0.145905,0.145905,0.145907,0.145907,-9999,-9999
20020507,20020513,2.413,0.0,421.674,252.1,0.0,242.051,0.0,4.382,0.0,98.552,0.0,0.043,0.0,1.156,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.01225,0.0,-9999,-9999,2.69546,0.0,-9999,-9999,0.32586,0.0,-9999,0.319041,0.322766,0.32586,0.0,0.0,0.0,0.781162,0.781162,0.788952,0.789947,0.464086,0.462122,0.464086,0.467181,0.375036,0.375036,0.375038,0.375038,0.165268,0.165268,0.16527,0.16527,-9999,-9999
20020514,20020520,3.408,0.0,439.592,244.123,0.0,246.654,0.0,5.275,0.0,99.416,0.0,0.219,0.0,1.225,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.04726,0.0,-9999,-9999,2.37029,0.0,-9999,-9999,0.323775,0.0,-9999,0.316955,0.320298,0.323775,0.0,0.0,0.0,0.847343,0.847343,0.856877,0.857957,0.534183,0.530388,0.534183,0.537659,0.382749,0.382749,0.382752,0.382752,0.162078,0.162078,0.162079,0.162079,-9999,-9999
20020521,20020527,5.717,0.0,454.842,249.974,0.0,259.187,0.0,5.336,0.0,97.818,0.0,0.392,0.0,1.415,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,2.95961,0.0,-9999,-9999,1.8864,0.0,-9999,-9999,0.330382,0.0,-9999,0.324128,0.326906,0.330382,0.0,0.0,0.0,0.982925,0.982925,0.995281,0.996536,0.666154,0.658797,0.666154,0.66963,0.401759,0.401759,0.401762,0.401762,0.168687,0.168687,0.168688,0.168688,-9999,-9999
20020528,20020603,8.81,0.0,467.114,238.962,0.0,280.983,0.0,5.592,0.0,97.752,0.0,0.901,0.0,1.351,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.01225,0.0,-9999,-9999,2.69546,0.0,-9999,-9999,0.32586,0.0,-9999,0.319041,0.322766,0.32586,0.0,0.0,0.0,1.20497,1.20497,1.22329,1.22483,0.898973,0.885925,0.898973,0.902068,0.424719,0.424719,0.424721,0.424721,0.169743,0.169743,0.169745,0.169745,-9999,-9999
20020604,20020610,12.461,0.0,476.134,289.462,0.0,277.739,0.0,8.757,0.0,98.481,0.0,0.017,0.0,1.388,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.04726,0.0,-9999,-9999,2.37029,0.0,-9999,-9999,0.323775,0.0,-9999,0.316955,0.320298,0.323775,0.0,0.0,0.0,1.49553,1.49553,1.52261,1.52453,1.20075,1.17858,1.20075,1.20423,0.45001,0.45001,0.450012,0.450012,0.181718,0.181718,0.18172,0.18172,-9999,-9999
20020611,20020617,13.411,0.0,481.687,235.527,0.0,299.091,0.0,8.474,0.0,98.149,0.0,0.818,0.0,1.26,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,2.95961,0.0,-9999,-9999,1.8864,0.0,-9999,-9999,0.330382,0.0,-9999,0.324128,0.326906,0.330382,0.0,0.0,0.0,1.58226,1.58226,1.6124,1.61443,1.28405,1.25814,1.28405,1.28753,0.455849,0.455849,0.455851,0.455851,0.172828,0.172828,0.172829,0.172829,-9999,-9999
20020618,20020624,14.871,0.0,483.634,222.541,0.0,324.33,0.0,7.352,0.0,98.007,0.0,1.008,0.0,1.342,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.01225,0.0,-9999,-9999,2.69546,0.0,-9999,-9999,0.32586,0.0,-9999,0.319041,0.322766,0.32586,0.0,0.0,0.0,1.71567,1.71567,1.75047,1.75268,1.42682,1.39663,1.42682,1.42991,0.464829,0.464829,0.464832,0.464832,0.167138,0.167138,0.167139,0.167139,-9999,-9999
20020625,20020701,22.653,0.0,481.932,221.935,0.0,365.54,0.0,12.141,0.0,97.07,0.0,1.863,0.0,1.478,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.04726,0.0,-9999,-9999,2.37029,0.0,-9999,-9999,0.323775,0.0,-9999,0.316955,0.320298,0.323775,0.0,0.0,0.0,2.45083,2.45083,2.51243,2.5156,2.19182,2.13387,2.19182,2.1953,0.510934,0.510934,0.510937,0.510937,0.165857,0.165857,0.165859,0.165859,-9999,-9999
20020702,20020708,16.723,0.0,476.637,216.176,0.0,327.17,0.0,8.299,0.0,98.191,0.0,1.446,0.0,1.701,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,2.95961,0.0,-9999,-9999,1.8864,0.0,-9999,-9999,0.330382,0.0,-9999,0.324128,0.326906,0.330382,0.0,0.0,0.0,1.87189,1.87189,1.91163,1.91404,1.58366,1.54776,1.58366,1.58713,0.477129,0.477129,0.477132,0.477132,0.163102,0.163102,0.163103,0.163103,-9999,-9999
20020709,20020715,22.029,0.0,467.901,247.591,0.0,350.264,0.0,12.567,0.0,98.296,0.0,1.071,0.0,1.47,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.01225,0.0,-9999,-9999,2.69546,0.0,-9999,-9999,0.32586,0.0,-9999,0.319041,0.322766,0.32586,0.0,0.0,0.0,2.37827,2.37827,2.43657,2.43964,2.11378,2.05923,2.11378,2.11687,0.508279,0.508279,0.508281,0.508281,0.172484,0.172484,0.172486,0.172486,-9999,-9999
20020716,20020722,16.794,0.0,455.957,174.305,0.0,338.103,0.0,8.341,0.0,98.246,0.0,0.439,0.0,1.207,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.04726,0.0,-9999,-9999,2.37029,0.0,-9999,-9999,0.323775,0.0,-9999,0.316955,0.320298,0.323775,0.0,0.0,0.0,1.86919,1.86919,1.90848,1.91088,1.58711,1.55224,1.58711,1.59059,0.478193,0.478193,0.478195,0.478195,0.157332,0.157332,0.157334,0.157334,-9999,-9999
