ID,Latitude,Longitude,Date,MODIS_Tile,MOD13A1_061_Line_Y_500m,MOD13A1_061_Sample_X_500m,MOD13A1_061__500m_16_days_NDVI,MOD13A1_061__500m_16_days_VI_Quality,MOD13A1_061__500m_16_days_VI_Quality_bitmask,MOD13A1_061__500m_16_days_VI_Quality_MODLAND,MOD13A1_061__500m_16_days_VI_Quality_MODLAND_Description,MOD13A1_061__500m_16_days_VI_Quality_VI_Usefulness,MOD13A1_061__500m_16_days_VI_Quality_VI_Usefulness_Description,MOD13A1_061__500m_16_days_VI_Quality_Aerosol_Quantity,MOD13A1_061__500m_16_days_VI_Quality_Aerosol_Quantity_Description,MOD13A1_061__500m_16_days_VI_Quality_Adjacent_cloud_detected,MOD13A1_061__500m_16_days_VI_Quality_Adjacent_cloud_detected_Description,MOD13A1_061__500m_16_days_VI_Quality_Atmosphere_BRDF_Correction,MOD13A1_061__500m_16_days_VI_Quality_Atmosphere_BRDF_Correction_Description,MOD13A1_061__500m_16_days_VI_Quality_Mixed_Clouds,MOD13A1_061__500m_16_days_VI_Quality_Mixed_Clouds_Description,MOD13A1_061__500m_16_days_VI_Quality_Land/Water_Mask,MOD13A1_061__500m_16_days_VI_Quality_Land/Water_Mask_Description,MOD13A1_061__500m_16_days_VI_Quality_Possible_snow/ice,MOD13A1_061__500m_16_days_VI_Quality_Possible_snow/ice_Description,MOD13A1_061__500m_16_days_VI_Quality_Possible_shadow,MOD13A1_061__500m_16_days_VI_Quality_Possible_shadow_Description
CA-NS1,55.8792,-98.4839,2000-12-18,h12v03,988.0,1141.0,0.0873,4118.0,0b0001000000010110,0b10,"Pixel produced, but most probably cloudy",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2001-01-01,h12v03,988.0,1141.0,0.2213,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2001-01-17,h12v03,988.0,1141.0,0.3023,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2001-02-02,h12v03,988.0,1141.0,0.2074,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2001-02-18,h12v03,988.0,1141.0,0.1884,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2001-03-06,h12v03,988.0,1141.0,0.1993,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2001-03-22,h12v03,988.0,1141.0,0.2398,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2001-04-07,h12v03,988.0,1141.0,0.1873,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2001-04-23,h12v03,988.0,1141.0,0.5612,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2001-05-09,h12v03,988.0,1141.0,0.6056,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2001-05-25,h12v03,988.0,1141.0,0.62,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2001-06-10,h12v03,988.0,1141.0,0.4675,2066.0,0b0000100000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2001-06-26,h12v03,988.0,1141.0,0.704,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2001-07-12,h12v03,988.0,1141.0,0.7312,4168.0,0b0001000001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2001-07-28,h12v03,988.0,1141.0,0.7777,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2001-08-13,h12v03,988.0,1141.0,0.7316,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2001-08-29,h12v03,988.0,1141.0,0.7194,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2001-09-14,h12v03,988.0,1141.0,0.6622,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2001-09-30,h12v03,988.0,1141.0,0.6069,2120.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2001-10-16,h12v03,988.0,1141.0,0.4224,3558.0,0b0000110111100110,0b10,"Pixel produced, but most probably cloudy",0b1001,Decreasing quality (1001),0b11,High,0b1,Yes,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2001-11-01,h12v03,988.0,1141.0,0.5065,4117.0,0b0001000000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2001-11-17,h12v03,988.0,1141.0,0.3934,18457.0,0b0100100000011001,0b01,"VI produced, but check other QA",0b0110,Decreasing quality (0110),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2001-12-03,h12v03,988.0,1141.0,0.2464,18457.0,0b0100100000011001,0b01,"VI produced, but check other QA",0b0110,Decreasing quality (0110),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2001-12-19,h12v03,988.0,1141.0,0.1654,18457.0,0b0100100000011001,0b01,"VI produced, but check other QA",0b0110,Decreasing quality (0110),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2002-01-01,h12v03,988.0,1141.0,0.1287,18713.0,0b0100100100011001,0b01,"VI produced, but check other QA",0b0110,Decreasing quality (0110),0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2002-01-17,h12v03,988.0,1141.0,0.1871,20501.0,0b0101000000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2002-02-02,h12v03,988.0,1141.0,0.2866,18457.0,0b0100100000011001,0b01,"VI produced, but check other QA",0b0110,Decreasing quality (0110),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2002-02-18,h12v03,988.0,1141.0,0.2952,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2002-03-06,h12v03,988.0,1141.0,0.1997,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2002-03-22,h12v03,988.0,1141.0,0.1947,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2002-04-07,h12v03,988.0,1141.0,0.1107,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2002-04-23,h12v03,988.0,1141.0,0.1379,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2002-05-09,h12v03,988.0,1141.0,0.4117,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2002-05-25,h12v03,988.0,1141.0,0.5864,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2002-06-10,h12v03,988.0,1141.0,0.67,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2002-06-26,h12v03,988.0,1141.0,0.7295,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2002-07-12,h12v03,988.0,1141.0,0.7995,2120.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2002-07-28,h12v03,988.0,1141.0,0.7095,2120.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2002-08-13,h12v03,988.0,1141.0,0.7701,2120.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2002-08-29,h12v03,988.0,1141.0,0.7373,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2002-09-14,h12v03,988.0,1141.0,0.7286,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2002-09-30,h12v03,988.0,1141.0,0.6456,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2002-10-16,h12v03,988.0,1141.0,0.5863,34969.0,0b1000100010011001,0b01,"VI produced, but check other QA",0b0110,Decreasing quality (0110),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
CA-NS1,55.8792,-98.4839,2002-11-01,h12v03,988.0,1141.0,0.6109,34969.0,0b1000100010011001,0b01,"VI produced, but check other QA",0b0110,Decreasing quality (0110),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
CA-NS1,55.8792,-98.4839,2002-11-17,h12v03,988.0,1141.0,0.0484,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2002-12-03,h12v03,988.0,1141.0,0.4489,18713.0,0b0100100100011001,0b01,"VI produced, but check other QA",0b0110,Decreasing quality (0110),0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2002-12-19,h12v03,988.0,1141.0,0.3109,18457.0,0b0100100000011001,0b01,"VI produced, but check other QA",0b0110,Decreasing quality (0110),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2003-01-01,h12v03,988.0,1141.0,0.2384,20501.0,0b0101000000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2003-01-17,h12v03,988.0,1141.0,0.2635,51229.0,0b1100100000011101,0b01,"VI produced, but check other QA",0b0111,Decreasing quality (0111),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b1,Yes
CA-NS1,55.8792,-98.4839,2003-02-02,h12v03,988.0,1141.0,0.3701,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2003-02-18,h12v03,988.0,1141.0,0.2584,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2003-03-06,h12v03,988.0,1141.0,0.3631,5410.0,0b0001010100100010,0b10,"Pixel produced, but most probably cloudy",0b1000,Decreasing quality (1000),0b00,Climatology,0b1,Yes,0b0,No,0b1,Yes,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2003-03-22,h12v03,988.0,1141.0,0.229,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2003-04-07,h12v03,988.0,1141.0,0.2176,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2003-04-23,h12v03,988.0,1141.0,0.6018,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2003-05-09,h12v03,988.0,1141.0,0.6362,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2003-05-25,h12v03,988.0,1141.0,0.6665,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2003-06-10,h12v03,988.0,1141.0,0.7225,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2003-06-26,h12v03,988.0,1141.0,0.736,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2003-07-12,h12v03,988.0,1141.0,0.746,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2003-07-28,h12v03,988.0,1141.0,0.7447,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2003-08-13,h12v03,988.0,1141.0,0.7457,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2003-08-29,h12v03,988.0,1141.0,0.7179,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2003-09-14,h12v03,988.0,1141.0,0.3799,2062.0,0b0000100000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2003-09-30,h12v03,988.0,1141.0,0.6222,2120.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2003-10-16,h12v03,988.0,1141.0,0.135,5154.0,0b0001010000100010,0b10,"Pixel produced, but most probably cloudy",0b1000,Decreasing quality (1000),0b00,Climatology,0b0,No,0b0,No,0b1,Yes,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2003-11-01,h12v03,988.0,1141.0,0.6161,35297.0,0b1000100111100001,0b01,"VI produced, but check other QA",0b1000,Decreasing quality (1000),0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
CA-NS1,55.8792,-98.4839,2003-11-17,h12v03,988.0,1141.0,0.3693,20505.0,0b0101000000011001,0b01,"VI produced, but check other QA",0b0110,Decreasing quality (0110),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2003-12-03,h12v03,988.0,1141.0,0.3224,51233.0,0b1100100000100001,0b01,"VI produced, but check other QA",0b1000,Decreasing quality (1000),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b1,Yes
CA-NS1,55.8792,-98.4839,2003-12-19,h12v03,988.0,1141.0,0.2696,18457.0,0b0100100000011001,0b01,"VI produced, but check other QA",0b0110,Decreasing quality (0110),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2004-01-01,h12v03,988.0,1141.0,0.1807,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2004-01-17,h12v03,988.0,1141.0,0.2421,18713.0,0b0100100100011001,0b01,"VI produced, but check other QA",0b0110,Decreasing quality (0110),0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2004-02-02,h12v03,988.0,1141.0,0.248,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2004-02-18,h12v03,988.0,1141.0,0.2065,20501.0,0b0101000000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2004-03-05,h12v03,988.0,1141.0,0.1584,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2004-03-21,h12v03,988.0,1141.0,0.228,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2004-04-06,h12v03,988.0,1141.0,0.2318,20497.0,0b0101000000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2004-04-22,h12v03,988.0,1141.0,0.3883,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2004-05-08,h12v03,988.0,1141.0,0.5785,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2004-05-24,h12v03,988.0,1141.0,0.5817,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2004-06-09,h12v03,988.0,1141.0,0.4632,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2004-06-25,h12v03,988.0,1141.0,0.6747,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2004-07-11,h12v03,988.0,1141.0,0.7435,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2004-07-27,h12v03,988.0,1141.0,0.7662,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2004-08-12,h12v03,988.0,1141.0,0.7378,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2004-08-28,h12v03,988.0,1141.0,0.3901,2062.0,0b0000100000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2004-09-13,h12v03,988.0,1141.0,0.6442,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2004-09-29,h12v03,988.0,1141.0,0.6375,4168.0,0b0001000001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2004-10-15,h12v03,988.0,1141.0,0.55,2193.0,0b0000100010010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS1,55.8792,-98.4839,2004-10-31,h12v03,988.0,1141.0,0.1775,18713.0,0b0100100100011001,0b01,"VI produced, but check other QA",0b0110,Decreasing quality (0110),0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2004-11-16,h12v03,988.0,1141.0,0.2381,18457.0,0b0100100000011001,0b01,"VI produced, but check other QA",0b0110,Decreasing quality (0110),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS1,55.8792,-98.4839,2004-12-02,h12v03,988.0,1141.0,0.2336,20505.0,0b0101000000011001,0b01,"VI produced, but check other QA",0b0110,Decreasing quality (0110),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b0,No
