TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20020101,-13.959,0.0,46.3184,14.33,0.0,213.289,0.0,0.158,0.0,98.899,0.0,0.0,0.0,1.491,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,44.2465,0.0,-9999,-9999,-9999,-9999,104.349,0.0,-9999,-9999,-9999,-9999,0.22594,0.0,-9999,0.177761,0.240631,0.327225,0.0,0.0,0.0,0.727557,0.679588,0.941701,1.06781,0.549796,0.526932,0.668798,0.742939,1.26901,1.0438,1.28487,1.58133,0.452766,0.404056,0.461126,0.558913,-9999,-9999
20020102,-21.037,0.0,46.8419,17.013,0.0,185.121,0.0,0.082,0.0,98.298,0.0,0.0,0.0,0.802,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,40.3698,0.0,-9999,-9999,-9999,-9999,92.2245,0.0,-9999,-9999,-9999,-9999,0.258821,0.0,-9999,0.191144,0.262946,0.312929,0.0,0.0,0.0,0.361523,0.332651,0.518519,0.592577,0.170379,0.148885,0.262192,0.289209,0.816413,0.671523,0.826615,1.01734,0.505607,0.450654,0.514572,0.616442,-9999,-9999
20020103,-19.082,0.0,47.4169,9.724,0.0,231.968,0.0,0.17,0.0,97.029,0.0,0.0,0.0,0.896,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,47.4539,0.0,-9999,-9999,-9999,-9999,103.893,0.0,-9999,-9999,-9999,-9999,0.285857,0.0,-9999,0.211355,0.295658,0.360388,0.0,0.0,0.0,0.458932,0.428179,0.636154,0.720837,0.247577,0.22886,0.32267,0.356812,0.942584,0.775301,0.954363,1.17457,0.341974,0.303757,0.348773,0.432618,-9999,-9999
20020104,-13.53,0.0,48.0439,10.524,0.0,238.906,0.0,0.319,0.0,96.904,0.0,0.169,0.0,1.338,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,44.2465,0.0,-9999,-9999,-9999,-9999,104.349,0.0,-9999,-9999,-9999,-9999,0.22594,0.0,-9999,0.177761,0.240631,0.327225,0.0,0.0,0.0,0.751487,0.70302,0.966422,1.09659,0.573726,0.534129,0.6962,0.774026,1.2956,1.06567,1.31179,1.61446,0.361841,0.322463,0.368923,0.455312,-9999,-9999
20020105,-17.321,0.0,48.7232,13.387,0.0,201.879,0.0,0.257,0.0,97.878,0.0,0.112,0.0,1.565,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,40.3698,0.0,-9999,-9999,-9999,-9999,92.2245,0.0,-9999,-9999,-9999,-9999,0.258821,0.0,-9999,0.191144,0.262946,0.312929,0.0,0.0,0.0,0.543997,0.511062,0.740492,0.838984,0.352853,0.325701,0.487882,0.526055,1.05746,0.869792,1.07068,1.31772,0.432011,0.385401,0.440107,0.535825,-9999,-9999
20020106,-11.802,0.0,49.4551,15.046,0.0,223.467,0.0,0.599,0.0,96.97,0.0,0.0,0.0,2.1,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,47.4539,0.0,-9999,-9999,-9999,-9999,103.893,0.0,-9999,-9999,-9999,-9999,0.285857,0.0,-9999,0.211355,0.295658,0.360388,0.0,0.0,0.0,0.858288,0.810759,1.0634,1.21105,0.646933,0.550915,0.74825,0.852241,1.38909,1.14256,1.40645,1.73096,0.472544,0.421761,0.481219,0.582193,-9999,-9999
20020107,-2.48,0.0,50.2399,13.714,0.0,268.007,0.0,0.819,0.0,95.608,0.0,0.046,0.0,1.434,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,44.2465,0.0,-9999,-9999,-9999,-9999,104.349,0.0,-9999,-9999,-9999,-9999,0.22594,0.0,-9999,0.177761,0.240631,0.327225,0.0,0.0,0.0,1.40032,1.35167,1.58199,1.81952,1.22255,1.15596,1.40045,1.53203,1.91522,1.57532,1.93915,2.38657,0.443874,0.395983,0.452192,0.550446,-9999,-9999
20020108,-2.302,0.0,51.0778,19.228,0.0,265.069,0.0,0.405,0.0,95.23,0.0,0.076,0.0,1.052,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,40.3698,0.0,-9999,-9999,-9999,-9999,92.2245,0.0,-9999,-9999,-9999,-9999,0.258821,0.0,-9999,0.191144,0.262946,0.312929,0.0,0.0,0.0,1.41073,1.36225,1.59124,1.83146,1.21959,1.14267,1.37841,1.546,1.92403,1.58257,1.94808,2.39756,0.553892,0.493751,0.563491,0.670651,-9999,-9999
20020109,-5.289,0.0,51.9692,12.679,0.0,268.098,0.0,0.502,0.0,96.759,0.0,0.355,0.0,1.488,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,47.4539,0.0,-9999,-9999,-9999,-9999,103.893,0.0,-9999,-9999,-9999,-9999,0.285857,0.0,-9999,0.211355,0.295658,0.360388,0.0,0.0,0.0,1.23402,1.18358,1.43142,1.64178,1.02267,0.928548,1.16425,1.30738,1.76925,1.45526,1.79136,2.20469,0.419219,0.373843,0.427205,0.522724,-9999,-9999
20020110,-6.952,0.0,52.9139,13.056,0.0,258.376,0.0,0.264,0.0,97.287,0.0,0.142,0.0,1.176,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,44.2465,0.0,-9999,-9999,-9999,-9999,104.349,0.0,-9999,-9999,-9999,-9999,0.22594,0.0,-9999,0.177761,0.240631,0.327225,0.0,0.0,0.0,1.13543,1.08447,1.34002,1.53418,0.957668,0.887099,1.11964,1.23178,1.679,1.38102,1.69998,2.09222,0.428163,0.381877,0.436266,0.532722,-9999,-9999
20020111,-5.716,0.0,53.9131,7.36,0.0,250.243,0.0,0.899,0.0,97.115,0.0,0.524,0.0,1.698,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,40.3698,0.0,-9999,-9999,-9999,-9999,92.2245,0.0,-9999,-9999,-9999,-9999,0.258821,0.0,-9999,0.191144,0.262946,0.312929,0.0,0.0,0.0,1.20867,1.15866,1.40578,1.61187,1.01753,0.934467,1.16357,1.31011,1.74229,1.43309,1.76407,2.17109,0.281269,0.24942,0.287199,0.363389,-9999,-9999
