TIMESTAMP_START,TIMESTAMP_END,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20020101,20020107,-14.173,0.0,48.1485,13.391,0.0,223.234,0.0,0.343,0.0,97.37,0.0,0.047,0.0,1.375,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,44.0553,0.0,-9999,-9999,100.755,0.0,-9999,-9999,0.252454,0.0,-9999,0.191183,0.262729,0.3263,0.0,0.0,0.0,0.728871,0.684505,0.927475,1.05312,0.537688,0.492898,0.632639,0.721131,1.24077,1.02057,1.25627,1.54614,0.533107,0.383705,0.43813,0.533107,-9999,-9999
20020108,20020114,-8.117,0.0,54.0216,13.672,0.0,247.174,0.0,0.439,0.0,97.05,0.0,0.28,0.0,1.223,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,43.5015,0.0,-9999,-9999,99.0225,0.0,-9999,-9999,0.257151,0.0,-9999,0.193095,0.265917,0.330594,0.0,0.0,0.0,1.06946,1.02035,1.2702,1.45308,0.876369,0.794419,1.01138,1.15108,1.60293,1.31845,1.62296,1.99743,0.535202,0.38577,0.44039,0.535202,-9999,-9999
20020115,20020121,-29.739,0.0,62.5509,29.406,0.0,149.93,0.0,0.109,0.0,97.648,0.0,0.108,0.0,1.158,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,44.5135,0.0,-9999,-9999,100.689,0.0,-9999,-9999,0.261013,0.0,-9999,0.195982,0.27059,0.334997,0.0,0.0,0.0,0.187991,0.174827,0.264433,0.300944,-0.00953785,-0.0571817,-0.035961,0.017159,0.415581,0.341827,0.420774,0.51786,0.838662,0.634506,0.72526,0.838662,-9999,-9999
20020122,20020128,-35.906,0.0,73.8051,38.956,0.0,125.318,0.0,0.088,0.0,97.853,0.0,0.014,0.0,1.008,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,44.0553,0.0,-9999,-9999,100.755,0.0,-9999,-9999,0.252454,0.0,-9999,0.191183,0.262729,0.3263,0.0,0.0,0.0,0.0143785,0.0121643,0.0282837,0.0339645,-0.176805,-0.293847,-0.24029,-0.177523,0.0833737,0.0685772,0.0844156,0.103893,0.999257,0.768397,0.876008,0.999257,-9999,-9999
20020129,20020204,-27.733,0.0,87.7943,49.46,0.0,160.067,0.0,0.237,0.0,98.37,0.0,0.22,0.0,1.079,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,43.5015,0.0,-9999,-9999,99.0225,0.0,-9999,-9999,0.257151,0.0,-9999,0.193095,0.265917,0.330594,0.0,0.0,0.0,0.211432,0.198053,0.293186,0.332459,0.0183372,-0.0143548,-0.00211187,0.0514561,0.456939,0.375845,0.46265,0.569398,1.15734,0.90172,1.02581,1.15734,-9999,-9999
20020205,20020211,-21.042,0.0,104.446,36.151,0.0,199.161,0.0,0.227,0.0,97.97,0.0,0.371,0.0,1.001,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,44.5135,0.0,-9999,-9999,100.689,0.0,-9999,-9999,0.261013,0.0,-9999,0.195982,0.27059,0.334997,0.0,0.0,0.0,0.383733,0.356824,0.537403,0.609493,0.187751,0.173642,0.248477,0.296043,0.818327,0.673097,0.828553,1.01973,1.00081,0.759595,0.867785,1.00081,-9999,-9999
20020212,20020218,-13.782,0.0,123.596,54.405,0.0,222.822,0.0,0.428,0.0,97.1,0.0,0.324,0.0,1.117,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,44.0553,0.0,-9999,-9999,100.755,0.0,-9999,-9999,0.252454,0.0,-9999,0.191183,0.262729,0.3263,0.0,0.0,0.0,0.757749,0.713432,0.953834,1.08429,0.566566,0.50445,0.663435,0.755976,1.26526,1.04071,1.28107,1.57666,1.22587,0.956006,1.08728,1.23258,-9999,-9999
20020219,20020225,-13.428,0.0,144.995,64.071,0.0,215.706,0.0,0.514,0.0,98.455,0.0,0.298,0.0,1.212,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,43.5015,0.0,-9999,-9999,99.0225,0.0,-9999,-9999,0.257151,0.0,-9999,0.193095,0.265917,0.330594,0.0,0.0,0.0,0.774504,0.72931,0.973567,1.10695,0.581408,0.51872,0.67958,0.779735,1.28871,1.06,1.30481,1.60588,1.3561,1.0632,1.20809,1.39484,-9999,-9999
20020226,20020304,-21.643,0.0,168.32,95.385,0.0,166.731,0.0,0.344,0.0,98.369,0.0,0.103,0.0,1.66,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,44.5135,0.0,-9999,-9999,100.689,0.0,-9999,-9999,0.261013,0.0,-9999,0.195982,0.27059,0.334997,0.0,0.0,0.0,0.366712,0.341514,0.512318,0.580824,0.17073,0.158066,0.219488,0.266299,0.780984,0.642382,0.790744,0.973194,1.66273,1.33493,1.51091,1.83201,-9999,-9999
20020305,20020311,-23.136,0.0,193.199,129.207,0.0,145.308,0.0,0.335,0.0,98.57,0.0,0.0,0.0,1.177,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,44.0553,0.0,-9999,-9999,100.755,0.0,-9999,-9999,0.252454,0.0,-9999,0.191183,0.262729,0.3263,0.0,0.0,0.0,0.292183,0.268479,0.422119,0.484331,0.101,0.0917248,0.123957,0.176741,0.683967,0.562582,0.692514,0.8523,1.91672,1.56409,1.76546,2.13156,-9999,-9999
